Q,0,:
Layer 0,Attention mechanism,"('<s>', 3)","('пута', 1)","('sime', 1)","('瀬', 0)","('држави', 0)","('unicí', 0)","('őd', 0)","('invånare', 0)","('férences', 0)","('empre', 0)",Intermediate residual stream,"('sime', 2)","('<s>', 1)","('пута', 1)","('瀬', 0)","('unicí', 0)","('férences', 0)","('gerufen', 0)","('invånare', 0)","('cí', 0)","('ímp', 0)",MLP output,"('<s>', 18)","('bolds', 8)","('archivi', 7)","('ungsseite', 3)","('textt', 2)","('пута', 2)","('sime', 1)","('씨', 1)","('trakten', 0)","('ímp', 0)",Block output,"('<s>', 16)","('sime', 4)","('пута', 3)","('bolds', 3)","('archivi', 1)","('씨', 1)","('ímp', 1)","('trakten', 1)","('瀬', 1)","('textt', 1)"
Layer 8,Attention mechanism,"('textt', 4)","('Geschäft', 1)","('火', 0)","('iała', 0)","('wetenschapp', 0)","('лии', 0)","('jąc', 0)","('Lied', 0)","('Linear', 0)","('łą', 0)",Intermediate residual stream,"('Brig', 1)","('ordo', 0)","('hire', 0)","('àn', 0)","('ene', 0)","('ène', 0)","('zym', 0)","('nou', 0)","('ċ', 0)","('Bras', 0)",MLP output,"('Touch', 3)","('tít', 0)","('лей', 0)","('asser', 0)","('zer', 0)","('FP', 0)","('ueil', 0)","('Tu', 0)","('нг', 0)","('Output', 0)",Block output,"('eny', 1)","('nou', 0)","('exec', 0)","('unya', 0)","('ouc', 0)","('UNT', 0)","('Domain', 0)","('markup', 0)","('标', 0)","('Touch', 0)"
Layer 9,Attention mechanism,"('�', 1)","('bek', 0)","('estaven', 0)","('ños', 0)","('ROR', 0)","('Answer', 0)","('Trop', 0)","('enis', 0)","('.—', 0)","('Application', 0)",Intermediate residual stream,"('Domain', 1)","('unya', 1)","('nou', 0)","('标', 0)","('▶', 0)","('eny', 0)","('ae', 0)","('domain', 0)","('domains', 0)","('Touch', 0)",MLP output,"('ymi', 2)","('bbe', 1)","('雄', 0)","('ommes', 0)","('Ast', 0)","('ISSN', 0)","('controls', 0)","('nab', 0)","('pu', 0)","('dbc', 0)",Block output,"('chy', 1)","('emark', 0)","('domain', 0)","('{""', 0)","('hen', 0)","('""', 0)","('onyme', 0)","('ae', 0)","('assignment', 0)","('标', 0)"
Layer 10,Attention mechanism,"('orum', 2)","('habit', 2)","('Core', 0)","('oux', 0)","('�', 0)","('ipage', 0)","('pint', 0)","('stup', 0)","('zespo', 0)","('amazon', 0)",Intermediate residual stream,"('chy', 2)","('emark', 1)","('hen', 0)","('ae', 0)","('Rum', 0)","('yj', 0)","('onyme', 0)","('""', 0)","('标', 0)","('nik', 0)",MLP output,"('&=\\', 19)","('Zob', 1)","('té', 1)","('clo', 0)","('atform', 0)","('angu', 0)","('LCCN', 0)","('ilda', 0)","('∅', 0)","('integra', 0)",Block output,"('UNT', 0)","('rou', 0)","('zor', 0)","('onyme', 0)","('标', 0)","('assignment', 0)","('partiellement', 0)","('dade', 0)","('emark', 0)","('mn', 0)"
Layer 11,Attention mechanism,"('answer', 1)","('`', 0)","('uch', 0)","('回', 0)","('mar', 0)","('стре', 0)","('md', 0)","('ans', 0)","('Mang', 0)","('student', 0)",Intermediate residual stream,"('assignment', 1)","('onyme', 1)","('UNT', 0)","('""', 0)","('answered', 0)","('zor', 0)","('ське', 0)","('ответ', 0)","('mn', 0)","('nik', 0)",MLP output,"('ithmet', 26)","('inek', 2)","('�', 1)","('Хронологија', 1)","('indre', 1)","('ografi', 1)","('zas', 0)","('nungen', 0)","('бор', 0)","('ografie', 0)",Block output,"('partiellement', 1)","('onyme', 1)","('abe', 1)","('answered', 0)","('aba', 0)","('nik', 0)","('answer', 0)","('statunit', 0)","('Answer', 0)","('dade', 0)"
Layer 12,Attention mechanism,"('ak', 1)","('cant', 1)","('hem', 0)","('horn', 0)","('sou', 0)","('en', 0)","('Cec', 0)","('Jap', 0)","('Hit', 0)","('init', 0)",Intermediate residual stream,"('abe', 1)","('answered', 1)","('onyme', 0)","('aba', 0)","('nik', 0)","('answer', 0)","('Cross', 0)","('ola', 0)","('Answer', 0)","('ene', 0)",MLP output,"('anstalt', 2)","('anh', 1)","('Fon', 0)","('lés', 0)","('licht', 0)","('reconna', 0)","('catalog', 0)","('mathchar', 0)","('Plat', 0)","('体', 0)",Block output,"('partiellement', 3)","('ответ', 0)","('Answer', 0)","('answered', 0)","('answer', 0)","('nik', 0)","('abe', 0)","('Answer', 0)","('Schw', 0)","('onyme', 0)"
Layer 13,Attention mechanism,"('fu', 0)","('ubern', 0)","('burg', 0)","('avan', 0)","('ã', 0)","('diction', 0)","('Pia', 0)","('頭', 0)","('certainly', 0)","('itul', 0)",Intermediate residual stream,"('⇔', 1)","('partiellement', 1)","('ответ', 0)","('by', 0)","('""', 0)","('answered', 0)","('↔', 0)","('Cross', 0)","('yj', 0)","('vu', 0)",MLP output,"('TS', 1)","('Cole', 1)","('uming', 0)","('�', 0)","('gat', 0)","('TA', 0)","('�', 0)","('Loren', 0)","('ifi', 0)","('ta', 0)",Block output,"('answered', 1)","('vu', 1)","('ответ', 1)","('partiellement', 0)","('by', 0)","('wrong', 0)","('answer', 0)","('Sultan', 0)","('Santo', 0)","('""', 0)"
Layer 14,Attention mechanism,"('ango', 1)","('attach', 1)","('bott', 0)","('Syd', 0)","('Schw', 0)","('`_', 0)","('mozilla', 0)","('aire', 0)","('ress', 0)","('uszt', 0)",Intermediate residual stream,"('vu', 2)","('answered', 1)","('answer', 1)","('ċ', 1)","('Answer', 0)","('Answer', 0)","('Sultan', 0)","('answering', 0)","('answer', 0)","('by', 0)",MLP output,"('berger', 1)","('timezone', 1)","('images', 1)","('UTC', 0)","('�', 0)","('stal', 0)","('bbi', 0)","('hardt', 0)","('Bis', 0)","('fright', 0)",Block output,"('vu', 6)","('answer', 2)","('answered', 2)","('�', 1)","('Answer', 1)","('answer', 0)","('Answer', 0)","('harm', 0)","('Santo', 0)","('gue', 0)"
Layer 15,Attention mechanism,"('Answer', 33)","('answer', 17)","('answered', 10)","('answers', 8)","('answering', 2)","('Answer', 1)","('swers', 1)","('Palmar', 0)","('Question', 0)","('QUEST', 0)",Intermediate residual stream,"('answer', 15)","('answered', 10)","('Answer', 5)","('Answer', 5)","('answer', 2)","('answers', 2)","('vu', 1)","('answering', 1)","('�', 0)","('Solution', 0)",MLP output,"('代', 2)","('viron', 0)","('nbsp', 0)","('agua', 0)","('antage', 0)","('omy', 0)","('bread', 0)","('ícula', 0)","('ador', 0)","('{""', 0)",Block output,"('answered', 12)","('answer', 11)","('answer', 5)","('Answer', 5)","('Answer', 4)","('answers', 3)","('answering', 2)","('vu', 0)","('dimensions', 0)","('onyme', 0)"
Layer 16,Attention mechanism,"('A', 83)","('a', 9)","('A', 5)","('Answer', 0)","('Answer', 0)","('answer', 0)","('а', 0)","('answers', 0)","('An', 0)","('А', 0)",Intermediate residual stream,"('answer', 24)","('answered', 21)","('Answer', 12)","('Answer', 11)","('answers', 7)","('answer', 7)","('answering', 2)","('�', 0)","('а', 0)","('vu', 0)",MLP output,"('dotnet', 1)","('sup', 1)","('reen', 0)","('단', 0)","('úblic', 0)","('cot', 0)","('片', 0)","('rola', 0)","('answer', 0)","('laz', 0)",Block output,"('answer', 48)","('answered', 25)","('Answer', 8)","('answer', 5)","('Answer', 4)","('answers', 2)","('answering', 0)","('�', 0)","('swers', 0)","('ответ', 0)"
Layer 17,Attention mechanism,"('gon', 0)","('\u200d', 0)","('stoff', 0)","('q', 0)","('Void', 0)","('secret', 0)","('xx', 0)","('Inn', 0)","('log', 0)","('py', 0)",Intermediate residual stream,"('answer', 53)","('answered', 23)","('Answer', 8)","('answer', 4)","('Answer', 4)","('answers', 2)","('answering', 0)","('�', 0)","('swers', 0)","('ответ', 0)",MLP output,"('nik', 1)","('angularjs', 1)","('ätz', 0)","('раль', 0)","('tegr', 0)","('pes', 0)","('plain', 0)","('ASE', 0)","('nitt', 0)","('ipes', 0)",Block output,"('answer', 57)","('answered', 18)","('answer', 7)","('Answer', 7)","('Answer', 3)","('answers', 2)","('answering', 0)","('swers', 0)","('а', 0)","('nik', 0)"
Layer 18,Attention mechanism,"('akh', 3)","('atra', 2)","('hein', 1)","('andis', 1)","('icha', 0)","('sak', 0)","('ori', 0)","('gz', 0)","('etra', 0)","('Ans', 0)",Intermediate residual stream,"('answer', 51)","('answered', 21)","('answer', 10)","('Answer', 5)","('answers', 3)","('Answer', 3)","('answering', 1)","('swers', 0)","('nik', 0)","('а', 0)",MLP output,"('isti', 4)","('aggi', 1)","('beskre', 1)","('ida', 0)","('lad', 0)","('fin', 0)","('▸', 0)","('edia', 0)","('deleg', 0)","('ografi', 0)",Block output,"('answer', 54)","('answered', 16)","('answer', 15)","('Answer', 3)","('answers', 3)","('Answer', 2)","('answering', 0)","('swers', 0)","('adel', 0)","('题', 0)"
Layer 19,Attention mechanism,"('erte', 2)","('endl', 1)","('ORM', 1)","('↳', 1)","('Args', 1)","('ahn', 0)","('dialog', 0)","('ys', 0)","('glob', 0)","('кви', 0)",Intermediate residual stream,"('answer', 49)","('answer', 25)","('answered', 13)","('answers', 4)","('Answer', 2)","('Answer', 1)","('answering', 0)","('swers', 0)","('▸', 0)","('adel', 0)",MLP output,"('zor', 3)","('ὑ', 3)","('ower', 1)","('れ', 1)","('chter', 1)","('zak', 0)","('iac', 0)","('aben', 0)","('Sul', 0)","('ased', 0)",Block output,"('answer', 41)","('answer', 29)","('answered', 10)","('answers', 2)","('Answer', 2)","('Answer', 1)","('answering', 1)","('题', 0)","('▸', 0)","('wrong', 0)"
Layer 20,Attention mechanism,"('recens', 1)","('rite', 0)","('https', 0)","('Send', 0)","('ым', 0)","('https', 0)","('idenote', 0)","('Ē', 0)","('dy', 0)","('бар', 0)",Intermediate residual stream,"('answer', 35)","('answer', 29)","('answered', 13)","('answers', 2)","('Answer', 1)","('answering', 1)","('Answer', 1)","('题', 0)","('▸', 0)","('ответ', 0)",MLP output,"('gresql', 1)","('tie', 1)","('фи', 1)","('лав', 1)","('irection', 0)","('у', 0)","('Tage', 0)","('броја', 0)","('atta', 0)","('infinity', 0)",Block output,"('answer', 12)","('answer', 8)","('answered', 5)","('▸', 2)","('uploaded', 1)","('answers', 1)","('{""', 1)","('Een', 0)","('answering', 0)","('Answer', 0)"
Layer 21,Attention mechanism,"('environmental', 54)","('Environment', 7)","('environ', 5)","('environment', 4)","('Environment', 4)","('environ', 4)","('environment', 1)","('repla', 1)","('ENV', 0)","('vironment', 0)",Intermediate residual stream,"('answer', 16)","('answer', 11)","('answered', 8)","('answers', 2)","('uploaded', 1)","('▸', 1)","('Answer', 1)","('Answer', 1)","('answering', 1)","('{""', 0)",MLP output,"('odon', 5)","('pick', 1)","('elin', 1)","('Tal', 0)","('attro', 0)","('sense', 0)","('hai', 0)","('ham', 0)","('hören', 0)","('Pick', 0)",Block output,"('answer', 4)","('answered', 2)","('answer', 2)","('{""', 2)","('Een', 1)","('uploaded', 1)","('▸', 1)","('nja', 0)","('Answer', 0)","('https', 0)"
Layer 22,Attention mechanism,"('ford', 0)","('Luci', 0)","('ufe', 0)","('ewnętrz', 0)","('GP', 0)","('Fine', 0)","('пер', 0)","('CD', 0)","('td', 0)","('hind', 0)",Intermediate residual stream,"('answer', 4)","('answer', 3)","('answered', 2)","('{""', 1)","('uploaded', 1)","('▸', 1)","('Een', 1)","('nja', 0)","('Answer', 0)","('题', 0)",MLP output,"('weise', 1)","('cyk', 1)","('urls', 0)","('руд', 0)","('fram', 0)","('neat', 0)","('edes', 0)","('rows', 0)","('steam', 0)","('sdl', 0)",Block output,"('answer', 3)","('{""', 2)","('answered', 2)","('answer', 1)","('uploaded', 1)","('Een', 0)","('A', 0)","('ответ', 0)","('quelle', 0)","('Please', 0)"
Layer 23,Attention mechanism,"('manufact', 98)","('Man', 0)","('Comment', 0)","('Comment', 0)","('ufact', 0)","('post', 0)","('ows', 0)","('sk', 0)","('factory', 0)","('autore', 0)",Intermediate residual stream,"('answer', 6)","('answered', 3)","('answer', 3)","('{""', 1)","('Answer', 1)","('Answer', 0)","('quelle', 0)","('uploaded', 0)","('https', 0)","('ответ', 0)",MLP output,"('zug', 3)","('orde', 2)","('Abb', 2)","('olas', 1)","('ad', 1)","('aucoup', 1)","('esti', 1)","('Tro', 0)","('ajo', 0)","('brie', 0)",Block output,"('answer', 7)","('answer', 3)","('answered', 2)","('quelle', 2)","('{""', 1)","('Answer', 0)","('Answer', 0)","('https', 0)","('fg', 0)","('ответ', 0)"
Layer 24,Attention mechanism,"('A', 99)","('A', 0)","('А', 0)","('zA', 0)","('&#', 0)","('\x92', 0)","('amp', 0)","('GT', 0)","('�', 0)","('--', 0)",Intermediate residual stream,"('A', 59)","('A', 7)","('answer', 1)","('quelle', 0)","('answered', 0)","('answer', 0)","('А', 0)","('{""', 0)","('со', 0)","('Answer', 0)",MLP output,"('rix', 5)","('dent', 3)","('A', 2)","('aar', 1)","('conf', 0)","('Conf', 0)","('A', 0)","('Footnote', 0)","('zA', 0)","('stack', 0)",Block output,"('A', 74)","('A', 12)","('А', 0)","('answer', 0)","('answered', 0)","('quelle', 0)","('answer', 0)","('а', 0)","('zm', 0)","('со', 0)"
Layer 25,Attention mechanism,"('\n', 95)","('https', 1)","('https', 0)","('</s>', 0)","('://', 0)","('manifest', 0)","('﹕', 0)","('{""', 0)","('formatt', 0)","('manifest', 0)",Intermediate residual stream,"('A', 68)","('A', 13)","('А', 0)","('answer', 0)","('https', 0)","('quelle', 0)","('answered', 0)","('answer', 0)","('{""', 0)","('baar', 0)",MLP output,"('ض', 3)","('dens', 2)","('eth', 1)","('psum', 1)","('Ren', 1)","('lose', 0)","('sole', 0)","('Dra', 0)","('osas', 0)","('gate', 0)",Block output,"('A', 69)","('A', 13)","('А', 0)","('quelle', 0)","('answer', 0)","('https', 0)","('answered', 0)","('baar', 0)","('answer', 0)","('со', 0)"
Layer 26,Attention mechanism,"('A', 93)","('industry', 1)","('factory', 0)","('town', 0)","('Indust', 0)","('company', 0)","('industrial', 0)","('plant', 0)","('indust', 0)","('indust', 0)",Intermediate residual stream,"('A', 89)","('A', 5)","('А', 0)","('answer', 0)","('quelle', 0)","('https', 0)","('answered', 0)","('answer', 0)","('baar', 0)","('со', 0)",MLP output,"('Q', 85)","('Q', 11)","('q', 1)","('here', 0)","('q', 0)","('selection', 0)","('selected', 0)","('Qt', 0)","('selection', 0)","('state', 0)",Block output,"('A', 74)","('A', 20)","('А', 0)","('https', 0)","('quelle', 0)","('a', 0)","('answer', 0)","('со', 0)","('answered', 0)","('answer', 0)"
Layer 27,Attention mechanism,"('which', 47)","('Which', 41)","('which', 3)","('\n', 0)","('a', 0)","('your', 0)","('what', 0)","('must', 0)","('cui', 0)","('quale', 0)",Intermediate residual stream,"('A', 70)","('A', 21)","('А', 0)","('a', 0)","('quelle', 0)","('https', 0)","('со', 0)","('answer', 0)","('answered', 0)","('answer', 0)",MLP output,"('Man', 6)","('Man', 4)","('Break', 2)","('break', 2)","('mans', 2)","('breaks', 1)","('man', 1)","('ingår', 0)","('over', 0)","('break', 0)",Block output,"('A', 44)","('A', 30)","('quelle', 0)","('https', 0)","('со', 0)","('a', 0)","('А', 0)","('answer', 0)","('answered', 0)","('answer', 0)"
Layer 28,Attention mechanism,"('...', 9)","('A', 6)","('What', 4)","('Where', 3)","('A', 2)","('How', 2)","('Why', 1)","('What', 0)","('\t', 0)","('oper', 0)",Intermediate residual stream,"('A', 53)","('A', 32)","('А', 0)","('a', 0)","('со', 0)","('answered', 0)","('quelle', 0)","('answer', 0)","('answer', 0)","('https', 0)",MLP output,"('An', 16)","('sk', 13)","('An', 3)","('Sk', 1)","('S', 1)","('option', 1)","('sh', 1)","('“', 1)","('stat', 0)","('’', 0)",Block output,"('A', 65)","('A', 27)","('a', 0)","('А', 0)","('quelle', 0)","('https', 0)","('со', 0)","('answer', 0)","('answer', 0)","('answered', 0)"
Layer 29,Attention mechanism,"('from', 50)","('how', 39)","('From', 4)","('""', 1)","('FROM', 1)","('From', 1)","('from', 0)","('how', 0)","('FROM', 0)","('""[', 0)",Intermediate residual stream,"('A', 81)","('A', 14)","('a', 0)","('""', 0)","('А', 0)","('quelle', 0)","('From', 0)","('from', 0)","('answer', 0)","('answered', 0)",MLP output,"('1', 19)","('In', 11)","('A', 5)","('C', 4)","('N', 3)","('Wh', 3)","('One', 2)","('‘', 1)","('T', 1)","('c', 1)",Block output,"('A', 53)","('A', 43)","('a', 0)","('""', 0)","('From', 0)","('What', 0)","('А', 0)","('https', 0)","('How', 0)","('(', 0)"
Layer 30,Attention mechanism,"('_', 53)","('&', 13)","('________', 11)","('amp', 6)","('A', 1)","('""', 0)","('________________', 0)","('\\""', 0)","('&', 0)","('____', 0)",Intermediate residual stream,"('A', 84)","('A', 12)","('""', 0)","('a', 0)","('What', 0)","('The', 0)","('From', 0)","('How', 0)","('https', 0)","('This', 0)",MLP output,"('V', 7)","('In', 6)","('L', 5)","('A', 4)","('1', 4)","('.', 4)","('B', 4)","('is', 3)","('The', 3)","('Ne', 2)",Block output,"('A', 97)","('A', 1)","('""', 0)","('The', 0)","('a', 0)","('What', 0)","('(', 0)","('This', 0)","('Wh', 0)","('1', 0)"
Layer 31,Attention mechanism,"('\n', 49)","('D', 8)","('</s>', 4)","('...', 3)","('D', 1)","('....', 0)","('\t', 0)","('........', 0)","('1', 0)","('....', 0)",Intermediate residual stream,"('A', 95)","('""', 2)","('A', 0)","('The', 0)","('1', 0)","('a', 0)","('(', 0)","('What', 0)","('Wh', 0)","('This', 0)",MLP output,"('Environment', 2)","('Question', 0)","('Diff', 0)","('Import', 0)","('Answer', 0)","('Please', 0)","('Direct', 0)","('Write', 0)","('Subject', 0)","('External', 0)",Block output,"('A', 47)","('""', 3)","('The', 3)","('What', 1)","('I', 1)","('Environment', 1)","('How', 1)","('1', 1)","('This', 1)","('Wh', 1)"
"
"
Q,5,:
Layer 0,Attention mechanism,"('<s>', 6)","('瀬', 2)","('пута', 1)","('sime', 1)","('trakten', 0)","('ímp', 0)","('férences', 0)","('actér', 0)","('држави', 0)","('월', 0)",Intermediate residual stream,"('<s>', 3)","('瀬', 2)","('sime', 1)","('пута', 1)","('ímp', 0)","('trakten', 0)","('férences', 0)","('ográfica', 0)","('actér', 0)","('demás', 0)",MLP output,"('<s>', 28)","('bolds', 8)","('archivi', 6)","('ungsseite', 5)","('textt', 2)","('őd', 1)","('씨', 1)","('sime', 0)","('trakten', 0)","('ť', 0)",Block output,"('<s>', 34)","('bolds', 3)","('archivi', 2)","('sime', 2)","('瀬', 1)","('trakten', 1)","('пута', 1)","('textt', 0)","('ímp', 0)","('őd', 0)"
Layer 1,Attention mechanism,"('$}}%', 1)","('bata', 0)","('campe', 0)","('wan', 0)","('~[', 0)","('nombreux', 0)","('orde', 0)","('носи', 0)","('%%%%%%%%', 0)","('líder', 0)",Intermediate residual stream,"('<s>', 82)","('ategory', 0)","('incie', 0)","('$}}%', 0)","('sdl', 0)","('bject', 0)","('gems', 0)","('anner', 0)","('ame', 0)","('aterra', 0)",MLP output,"('sierp', 1)","('Unterscheidung', 1)","('Hinweis', 1)","('nobody', 1)","('kwiet', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)",Block output,"('sierp', 1)","('Unterscheidung', 1)","('Hinweis', 1)","('nobody', 1)","('kwiet', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)"
Layer 2,Attention mechanism,"('aran', 2)","('Ë', 0)","('ograf', 0)","('onymes', 0)","('sten', 0)","('Î', 0)","('ombres', 0)","('kazy', 0)","('diff', 0)","('haft', 0)",Intermediate residual stream,"('sierp', 1)","('Unterscheidung', 1)","('Hinweis', 1)","('nobody', 1)","('kwiet', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)",MLP output,"('nobody', 1)","('nahm', 0)","('everybody', 0)","('⁻', 0)","('Hinweis', 0)","('ἱ', 0)","('einges', 0)","('Begriffe', 0)","('Википеди', 0)","('�', 0)",Block output,"('sierp', 1)","('Unterscheidung', 1)","('nobody', 1)","('Hinweis', 1)","('kwiet', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)"
Layer 3,Attention mechanism,"('Gan', 1)","('cow', 1)","('fr', 0)","('auch', 0)","('Cow', 0)","('multicol', 0)","('fr', 0)","('共', 0)","('昌', 0)","('Control', 0)",Intermediate residual stream,"('sierp', 1)","('Unterscheidung', 1)","('nobody', 1)","('Hinweis', 1)","('kwiet', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)",MLP output,"('mals', 2)","('<s>', 2)","('getMessage', 1)","('eness', 1)","('Mah', 1)","('gmina', 0)","('Async', 0)","('雲', 0)","('Piet', 0)","('tong', 0)",Block output,"('sierp', 1)","('Unterscheidung', 1)","('nobody', 1)","('Hinweis', 1)","('kwiet', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)"
Layer 4,Attention mechanism,"('sor', 3)","('Kontrola', 1)","('unkt', 1)","('fahrt', 0)","('örd', 0)","('fern', 0)","('constructor', 0)","('ksam', 0)","('óm', 0)","('orten', 0)",Intermediate residual stream,"('sierp', 1)","('Unterscheidung', 1)","('nobody', 1)","('Hinweis', 1)","('kwiet', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)",MLP output,"('disambiguation', 1)","('➖', 1)","('apsed', 0)","('prü', 0)","('printStackTrace', 0)","('‐', 0)","('ystycz', 0)","('•', 0)","('uria', 0)","('vy', 0)",Block output,"('sierp', 1)","('Unterscheidung', 1)","('nobody', 1)","('Hinweis', 1)","('kwiet', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)"
Layer 5,Attention mechanism,"('ombres', 4)","('riere', 1)","('joint', 1)","('idenote', 1)","('нец', 0)","('anson', 0)","('cpp', 0)","('hyp', 0)","('dump', 0)","('jango', 0)",Intermediate residual stream,"('sierp', 1)","('Unterscheidung', 1)","('nobody', 1)","('Hinweis', 1)","('kwiet', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)",MLP output,"('Catalogue', 0)","('against', 0)","('Null', 0)","('net', 0)","('added', 0)","('Wright', 0)","('baum', 0)","('disp', 0)","('…', 0)","('hel', 0)",Block output,"('sierp', 1)","('Unterscheidung', 1)","('nobody', 1)","('Hinweis', 1)","('kwiet', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)"
Layer 6,Attention mechanism,"('kwiet', 2)","('ederb', 1)","('egov', 1)","('atom', 1)","('省', 1)","('<s>', 0)","('poses', 0)","('listade', 0)","('шње', 0)","('Denkmal', 0)",Intermediate residual stream,"('sierp', 1)","('Unterscheidung', 1)","('nobody', 1)","('Hinweis', 1)","('kwiet', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)",MLP output,"('ppi', 1)","('simple', 0)","('why', 0)","('short', 0)","('speed', 0)","('v', 0)","('тво', 0)","('ченко', 0)","('CC', 0)","('figure', 0)",Block output,"('sierp', 1)","('Unterscheidung', 1)","('nobody', 1)","('Hinweis', 1)","('kwiet', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)"
Layer 7,Attention mechanism,"('fert', 5)","('angular', 2)","('ńczy', 1)","('stycz', 1)","('alf', 1)","('beskre', 1)","('yter', 1)","('sierp', 0)","('kwiet', 0)","('ynchronous', 0)",Intermediate residual stream,"('sierp', 1)","('Unterscheidung', 1)","('nobody', 1)","('Hinweis', 1)","('kwiet', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)",MLP output,"('at', 1)","('ML', 1)","('ol', 0)","('about', 0)","('opt', 0)","('Gol', 0)","('Gram', 0)","('◄', 0)","('SS', 0)","('op', 0)",Block output,"('sierp', 1)","('Unterscheidung', 1)","('nobody', 1)","('Hinweis', 1)","('kwiet', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)"
Layer 8,Attention mechanism,"('tring', 7)","('Przyp', 6)","('стве', 2)","('achiv', 2)","('wikipedia', 1)","('egründ', 0)","('❯', 0)","('uche', 0)","('Ė', 0)","('incie', 0)",Intermediate residual stream,"('sierp', 1)","('Unterscheidung', 1)","('Hinweis', 1)","('nobody', 1)","('kwiet', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)",MLP output,"('h', 1)","('un', 1)","('t', 0)","('Pen', 0)","('in', 0)","('sp', 0)","('\n', 0)","('use', 0)","('o', 0)","('oil', 0)",Block output,"('sierp', 1)","('Unterscheidung', 1)","('Hinweis', 1)","('nobody', 1)","('kwiet', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)"
Layer 9,Attention mechanism,"('bolds', 1)","('odox', 1)","('Außer', 1)","('onnées', 0)","('printStackTrace', 0)","('ado', 0)","('xiv', 0)","('quipe', 0)","('гля', 0)","('Pages', 0)",Intermediate residual stream,"('sierp', 1)","('Unterscheidung', 1)","('Hinweis', 1)","('nobody', 1)","('kwiet', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)",MLP output,"('Zyg', 0)","('dro', 0)","('experiments', 0)","('data', 0)","('fiddle', 0)","('ID', 0)","('戸', 0)","('ade', 0)","('Ori', 0)","('uter', 0)",Block output,"('sierp', 1)","('Unterscheidung', 1)","('Hinweis', 1)","('nobody', 1)","('kwiet', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)"
Layer 10,Attention mechanism,"('xt', 1)","('wach', 1)","('yter', 1)","('Shaw', 0)","('xter', 0)","(';&', 0)","('wiki', 0)","('actér', 0)","('ſ', 0)","('`[', 0)",Intermediate residual stream,"('sierp', 1)","('Unterscheidung', 1)","('Hinweis', 1)","('nobody', 1)","('kwiet', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)",MLP output,"('DO', 0)","('Fitz', 0)","('uniform', 0)","('inge', 0)","('Dru', 0)","('ros', 0)","('[', 0)","('(', 0)","('ono', 0)","('ao', 0)",Block output,"('sierp', 1)","('Unterscheidung', 1)","('Hinweis', 1)","('nobody', 1)","('kwiet', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)"
Layer 11,Attention mechanism,"('тра', 0)","('Отече', 0)","('tring', 0)","('KS', 0)","('jar', 0)","('Uniti', 0)","('ис', 0)","('brow', 0)","('bla', 0)","('clubs', 0)",Intermediate residual stream,"('sierp', 1)","('Unterscheidung', 1)","('Hinweis', 1)","('nobody', 1)","('kwiet', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)",MLP output,"('ur', 1)","('worth', 0)","('worth', 0)","('ardi', 0)","('pill', 0)","('purs', 0)","('нос', 0)","('skip', 0)","('合', 0)","('and', 0)",Block output,"('sierp', 1)","('Unterscheidung', 1)","('Hinweis', 1)","('nobody', 1)","('kwiet', 1)","('everybody', 1)","('Einzeln', 1)","('фев', 0)","('paździer', 0)","('Begriffe', 0)"
